IdExtraccion|NombreExtraccion|IdConfiguracionGeneracionArchivos|Tema|NombreArchivoDestino|IdGeneracionArchivoMaestra|IndRegulatorio|DatoObligatorio|NBSynapse|ValorDeltaInicial|ValorDeltaFinal|FechaDeltaInicial|FechaDeltaFinal|PLSynapse|tipo_liqui|estado_deltas|EstadoPipeline|Descripcion|Ejecucion|FechaInicioEjecucion|Estado|EstadoDeltasXM
481|Multifuente_25_FacturasUNR|E5437FC5-1AFE-42BF-A062-D25D0CCF46E5|InfoPreciosyCantidadesMercadoNoRegulado|FacturacionUNRHorariaComercializadorMC||true|true|NB_InfoPreciosyCantidadesMercadoNoRegulado_FacturacionUNRHorariaComercializadorMC|2024-08-01|2024-08-31|2024-08-01T00:00:00.000Z|2024-08-31T00:00:00.000Z|||Deltas OK!|Finalizado|||2024-08-20T03:06:52.840Z|Finalizado|Deltas OK!
476|25_FrtNivelTensionMCyFactorPerd_4|F73FF202-7EA0-4D4B-8C24-5C7FA8106374|InfoPreciosyCantidadesMercadoNoRegulado|FronterasUNRNivelDeTension||true|true|NB_InfoPreciosyCantidadesMercadoNoRegulado_FronterasUNRNivelDeTension|2024-08-01|2024-08-31|2024-08-01T00:00:00.000Z|2024-08-31T00:00:00.000Z|||Deltas OK!|Finalizado|||2024-08-20T03:06:52.750Z|Finalizado|Deltas OK!
480|25_FrtDemanda_2|FAD37243-FCB7-4C33-A875-64CFC376EAEB|InfoPreciosyCantidadesMercadoNoRegulado|FronterasUNRNivelDeConsumo||true|true|NB_InfoPreciosyCantidadesMercadoNoRegulado_FronterasUNRNivelDeConsumo|2024-08-01|2024-08-31|2024-08-01T00:00:00.000Z|2024-08-31T00:00:00.000Z|||Deltas OK!|Finalizado|||2024-08-20T03:06:53.907Z|Finalizado|Deltas OK!
455|Multifuente_17_196646_a|48CD87C9-DC2B-4654-8BEF-4AC7D70D7890|InformacionTransaccionesMEM|CodigosicagenteCodigosicfronteraTipofronteraVersionPeriodo24diariaDemandas|E5CA7757-0171-4C79-AC2F-3B7FCBBB1D44|false|true|NB_InformacionTransaccionesMEM_CodigosicagenteCodigosicfronteraTipofronteraVersionPeriodo24diariaDemandas|2024-08-28|2024-08-30|2024-08-28T00:00:00.000Z|2024-08-30T00:00:00.000Z|PL_InformacionTransaccionesMEM_CodigosicagenteCodigosicfronteraTipofronteraVersionPeriodo24diariaDemandas|Liquidacion|Deltas OK!|Finalizado||||Finalizado|Deltas OK!
578|Multifuente_17_196649_st|2A301D6E-2EE0-4719-AB48-88D6F06D67C7|InformacionTransaccionesMEM|RecursoVersionPeriodo24diariaDespachoIdeal|E5CA7757-0171-4C79-AC2F-3B7FCBBB1D44|false|true|NB_InformacionTransaccionesMEM_RecursoVersionPeriodo24diariaDespachoIdeal|2024-08-28|2024-08-30|2024-08-28T00:00:00.000Z|2024-08-30T00:00:00.000Z|PL_InformacionTransaccionesMEM_RecursoVersionPeriodo24diariaDespachoIdeal|Liquidacion|Deltas OK!|Finalizado||||Finalizado|Deltas OK!
571|Multifuente_17_196649_stn|2A301D6E-2EE0-4719-AB48-88D6F06D67C7|InformacionTransaccionesMEM|RecursoVersionPeriodo24diariaDespachoIdeal|E5CA7757-0171-4C79-AC2F-3B7FCBBB1D44|false|true|NB_InformacionTransaccionesMEM_RecursoVersionPeriodo24diariaDespachoIdeal|2024-08-28|2024-08-30|2024-08-28T00:00:00.000Z|2024-08-30T00:00:00.000Z|PL_InformacionTransaccionesMEM_RecursoVersionPeriodo24diariaDespachoIdeal|Liquidacion|Deltas OK!|Finalizado||||Finalizado|Deltas OK!
539|Multifuente_17_196649_sc|2A301D6E-2EE0-4719-AB48-88D6F06D67C7|InformacionTransaccionesMEM|RecursoVersionPeriodo24diariaDespachoIdeal|E5CA7757-0171-4C79-AC2F-3B7FCBBB1D44|false|true|NB_InformacionTransaccionesMEM_RecursoVersionPeriodo24diariaDespachoIdeal|2024-08-28|2024-08-30|2024-08-28T00:00:00.000Z|2024-08-30T00:00:00.000Z|PL_InformacionTransaccionesMEM_RecursoVersionPeriodo24diariaDespachoIdeal|Liquidacion|Deltas OK!|Finalizado||||Finalizado|Deltas OK!
431|Multifuente_17_196649_v|3F3687A8-7DCA-4793-8932-3D3645F3020C|InformacionTransaccionesMEM|VersionPeriodo24diariaLiquidacion|E5CA7757-0171-4C79-AC2F-3B7FCBBB1D44|false|true|NB_InformacionTransaccionesMEM_VersionPeriodo24diariaLiquidacion|2024-08-28|2024-08-30|2024-08-28T00:00:00.000Z|2024-08-30T00:00:00.000Z|PL_InformacionTransaccionesMEM_VersionPeriodo24diariaLiquidacion|Liquidacion|Deltas OK!|Finalizado||||Finalizado|Deltas OK!
416|Multifuente_17_196649_g|C41FE82D-AC85-4454-BCC4-86BD986FDACC|InformacionTransaccionesMEM|CodigosicagenteRecursoVersionPeriodo24diariaLiquidacion|E5CA7757-0171-4C79-AC2F-3B7FCBBB1D44|false|true|NB_InformacionTransaccionesMEM_CodigosicagenteRecursoVersionPeriodo24diariaLiquidacion|2024-08-28|2024-08-30|2024-08-28T00:00:00.000Z|2024-08-30T00:00:00.000Z|PL_InformacionTransaccionesMEM_CodigosicagenteRecursoVersionPeriodo24diariaLiquidacion|Liquidacion|Deltas OK!|Finalizado||||Finalizado|Deltas OK!
389|Multifuente_17_196649_k|C41FE82D-AC85-4454-BCC4-86BD986FDACC|InformacionTransaccionesMEM|CodigosicagenteRecursoVersionPeriodo24diariaLiquidacion|E5CA7757-0171-4C79-AC2F-3B7FCBBB1D44|false|true|NB_InformacionTransaccionesMEM_CodigosicagenteRecursoVersionPeriodo24diariaLiquidacion|2024-08-28|2024-08-30|2024-08-28T00:00:00.000Z|2024-08-30T00:00:00.000Z|PL_InformacionTransaccionesMEM_CodigosicagenteRecursoVersionPeriodo24diariaLiquidacion|Liquidacion|Deltas OK!|Finalizado||||Finalizado|Deltas OK!
450|Multifuente_17_196649_c|085460A4-84CB-4E22-9B79-2160C159892A|InformacionTransaccionesMEM|CodigosicagenteRecursoTipodespachorecursoEstadoVersionPeriodo1diariaDemandas|E5CA7757-0171-4C79-AC2F-3B7FCBBB1D44|false|true|NB_InformacionTransaccionesMEM_CodigosicagenteRecursoTipodespachorecursoEstadoVersionPeriodo1diariaDemandas|2024-08-28|2024-08-30|2024-08-28T00:00:00.000Z|2024-08-30T00:00:00.000Z|PL_InformacionTransaccionesMEM_CodigosicagenteRecursoTipodespachorecursoEstadoVersionPeriodo1diariaDemandas|Liquidacion|Deltas OK!|Finalizado||||Finalizado|Deltas OK!
395|Multifuente_17_196649_o|28B062C7-2728-418C-AFA9-F3C3A0DAD658|InformacionTransaccionesMEM|CodigosicagenteVersionPeriodo1diariaLiquidacion|E5CA7757-0171-4C79-AC2F-3B7FCBBB1D44|false|true|NB_InformacionTransaccionesMEM_CodigosicagenteVersionPeriodo1diariaLiquidacion|2024-08-28|2024-08-30|2024-08-28T00:00:00.000Z|2024-08-30T00:00:00.000Z|PL_InformacionTransaccionesMEM_CodigosicagenteVersionPeriodo1diariaLiquidacion|Liquidacion|Deltas OK!|Finalizado||||Finalizado|Deltas OK!
435|Multifuente_17_196649_l|28B062C7-2728-418C-AFA9-F3C3A0DAD658|InformacionTransaccionesMEM|CodigosicagenteVersionPeriodo1diariaLiquidacion|E5CA7757-0171-4C79-AC2F-3B7FCBBB1D44|false|true|NB_InformacionTransaccionesMEM_CodigosicagenteVersionPeriodo1diariaLiquidacion|2024-08-28|2024-08-30|2024-08-28T00:00:00.000Z|2024-08-30T00:00:00.000Z|PL_InformacionTransaccionesMEM_CodigosicagenteVersionPeriodo1diariaLiquidacion|Liquidacion|Deltas OK!|Finalizado||||Finalizado|Deltas OK!
725|Multifuente_17_196649_j1|4EB7E303-3926-4524-85B7-7C3F0F2B684B|InformacionTransaccionesMEM|CodigosicagenteRecursoVersionPeriodo1diariaLiquidacion|E5CA7757-0171-4C79-AC2F-3B7FCBBB1D44|false|true|NB_InformacionTransaccionesMEM_CodigosicagenteRecursoVersionPeriodo1diariaLiquidacion|2024-08-28|2024-08-30|2024-08-28T00:00:00.000Z|2024-08-30T00:00:00.000Z|PL_InformacionTransaccionesMEM_CodigosicagenteRecursoVersionPeriodo1diariaLiquidacion|Liquidacion|Deltas OK!|Finalizado||||Finalizado|Deltas OK!
431|Multifuente_17_196649_v|EC694552-8887-481D-8152-8055B36DB8A1|InformacionTransaccionesMEM|PrecioDeBolsaHorario|E5CA7757-0171-4C79-AC2F-3B7FCBBB1D44|false|true|NB_InformacionTransaccionesMEM_PrecioDeBolsaHorario|2024-08-28|2024-08-30|2024-08-28T00:00:00.000Z|2024-08-30T00:00:00.000Z|PL_InformacionTransaccionesMEM_PrecioDeBolsaHorario|Liquidacion|Deltas OK!|Finalizado||||Finalizado|Deltas OK!
400|Multifuente_17_196649_zc|29517D62-1BA1-4F44-9D58-FF2E2AAEE7CD|InformacionTransaccionesMEM|RecursoVersionPeriodo1diariaDemandas|E5CA7757-0171-4C79-AC2F-3B7FCBBB1D44|false|true|NB_InformacionTransaccionesMEM_RecursoVersionPeriodo1diariaDemandas|2024-08-28|2024-08-30|2024-08-28T00:00:00.000Z|2024-08-30T00:00:00.000Z|PL_InformacionTransaccionesMEM_RecursoVersionPeriodo1diariaDemandas|Liquidacion|Deltas OK!|Finalizado||||Finalizado|Deltas OK!
724|Multifuente_17_196649_j|9E491BB3-A304-4EE7-A052-B7451B461E41|InformacionTransaccionesMEM|CodigosicagenteMeradotipoVersionPeriodo24diariaContratos|E5CA7757-0171-4C79-AC2F-3B7FCBBB1D44|false|true|NB_InformacionTransaccionesMEM_CodigosicagenteMeradotipoVersionPeriodo24diariaContratos|2024-08-28|2024-08-30|2024-08-28T00:00:00.000Z|2024-08-30T00:00:00.000Z|PL_InformacionTransaccionesMEM_CodigosicagenteMeradotipoVersionPeriodo24diariaContratos|Liquidacion|Deltas OK!|Finalizado||||Finalizado|Deltas OK!
400|Multifuente_17_196649_zc|FA4671B8-61F8-48DF-9817-53F6A711B46B|InformacionTransaccionesMEM|RecursoVersionPeriodo1diariaContratos|E5CA7757-0171-4C79-AC2F-3B7FCBBB1D44|false|true|NB_InformacionTransaccionesMEM_RecursoVersionPeriodo1diariaContratos|2024-08-28|2024-08-30|2024-08-28T00:00:00.000Z|2024-08-30T00:00:00.000Z|PL_InformacionTransaccionesMEM_RecursoVersionPeriodo1diariaContratos|Liquidacion|Deltas OK!|Finalizado||||Finalizado|Deltas OK!
453|Multifuente_17_196649_m|B7917A13-AAC7-4360-8111-C2B081F39B10|InformacionTransaccionesMEM|CodigosicagenteVersionPeriodo24diariaDemandas|E5CA7757-0171-4C79-AC2F-3B7FCBBB1D44|false|true|NB_InformacionTransaccionesMEM_CodigosicagenteVersionPeriodo24diariaDemandas|2024-08-28|2024-08-30|2024-08-28T00:00:00.000Z|2024-08-30T00:00:00.000Z|PL_InformacionTransaccionesMEM_CodigosicagenteVersionPeriodo24diariaDemandas|Liquidacion|Deltas OK!|Finalizado||||Finalizado|Deltas OK!
452|Multifuente_17_196649_d|C1B851AD-2758-4171-A582-2393AC802623|InformacionTransaccionesMEM|CodigosicagenteMercadocomercializacionSistematransmisionVersionPeriodo24diariaDemandas|E5CA7757-0171-4C79-AC2F-3B7FCBBB1D44|false|true|NB_InformacionTransaccionesMEM_CodigosicagenteMercadocomercializacionSistematransmisionVersionPeriodo24diariaDemandas|2024-08-28|2024-08-30|2024-08-28T00:00:00.000Z|2024-08-30T00:00:00.000Z|PL_InformacionTransaccionesMEM_CodigosicagenteMercadocomercializacionSistematransmisionVersionPeriodo24diariaDemandas|Liquidacion|Deltas OK!|Finalizado||||Finalizado|Deltas OK!
380|Multifuente_17_196649_x|7C812905-F895-4555-A91B-9C1B31FFD147|InformacionTransaccionesMEM|VersionPeriodo1diariaLiquidacion|E5CA7757-0171-4C79-AC2F-3B7FCBBB1D44|false|true|NB_InformacionTransaccionesMEM_VersionPeriodo1diariaLiquidacion|2024-08-28|2024-08-30|2024-08-28T00:00:00.000Z|2024-08-30T00:00:00.000Z|PL_InformacionTransaccionesMEM_VersionPeriodo1diariaLiquidacion|Liquidacion|Deltas OK!|Finalizado||||Finalizado|Deltas OK!
354|Multifuente_17_196649_u|7C812905-F895-4555-A91B-9C1B31FFD147|InformacionTransaccionesMEM|VersionPeriodo1diariaLiquidacion|E5CA7757-0171-4C79-AC2F-3B7FCBBB1D44|false|true|NB_InformacionTransaccionesMEM_VersionPeriodo1diariaLiquidacion|2024-08-28|2024-08-30|2024-08-28T00:00:00.000Z|2024-08-30T00:00:00.000Z|PL_InformacionTransaccionesMEM_VersionPeriodo1diariaLiquidacion|Liquidacion|Deltas OK!|Finalizado||||Finalizado|Deltas OK!
586|Multifuente_17_196649_z|6DC6394E-0FEE-46EB-8CAF-C248D7C75880|InformacionTransaccionesMEM|RecursoVersionPeriodo1diariaLiquidacion|E5CA7757-0171-4C79-AC2F-3B7FCBBB1D44|false|true|NB_InformacionTransaccionesMEM_RecursoVersionPeriodo1diariaLiquidacion|2024-08-28|2024-08-30|2024-08-28T00:00:00.000Z|2024-08-30T00:00:00.000Z|PL_InformacionTransaccionesMEM_RecursoVersionPeriodo1diariaLiquidacion|Liquidacion|Deltas OK!|Finalizado||||Finalizado|Deltas OK!
400|Multifuente_17_196649_zc|6DC6394E-0FEE-46EB-8CAF-C248D7C75880|InformacionTransaccionesMEM|RecursoVersionPeriodo1diariaLiquidacion|E5CA7757-0171-4C79-AC2F-3B7FCBBB1D44|false|true|NB_InformacionTransaccionesMEM_RecursoVersionPeriodo1diariaLiquidacion|2024-08-28|2024-08-30|2024-08-28T00:00:00.000Z|2024-08-30T00:00:00.000Z|PL_InformacionTransaccionesMEM_RecursoVersionPeriodo1diariaLiquidacion|Liquidacion|Deltas OK!|Finalizado||||Finalizado|Deltas OK!
454|Multifuente_17_196649_w|F96857BA-26F1-42E2-9075-3E1D8B62664A|InformacionTransaccionesMEM|CodigoSicFronteraSubmercadoTipoenlaceVersionPeriodo24diariaDemandas|E5CA7757-0171-4C79-AC2F-3B7FCBBB1D44|false|true|NB_InformacionTransaccionesMEM_CodigoSicFronteraSubmercadoTipoenlaceVersionPeriodo24diariaDemandas|2024-08-28|2024-08-30|2024-08-28T00:00:00.000Z|2024-08-30T00:00:00.000Z|PL_InformacionTransaccionesMEM_CodigoSicFronteraSubmercadoTipoenlaceVersionPeriodo24diariaDemandas|Liquidacion|Deltas OK!|Finalizado||||Finalizado|Deltas OK!
412|Multifuente_17_196649_e|F0933368-7326-4DED-8E08-9622DE7B058E|InformacionTransaccionesMEM|CodigosicagenteRecursoUnidadVersionPeriodo24diariaLiquidacion|E5CA7757-0171-4C79-AC2F-3B7FCBBB1D44|false|true|NB_InformacionTransaccionesMEM_CodigosicagenteRecursoUnidadVersionPeriodo24diariaLiquidacion|2024-08-28|2024-08-30|2024-08-28T00:00:00.000Z|2024-08-30T00:00:00.000Z|PL_InformacionTransaccionesMEM_CodigosicagenteRecursoUnidadVersionPeriodo24diariaLiquidacion|Liquidacion|Deltas OK!|Finalizado||||Finalizado|Deltas OK!
433|Multifuente_17_196649_i|F0933368-7326-4DED-8E08-9622DE7B058E|InformacionTransaccionesMEM|CodigosicagenteRecursoUnidadVersionPeriodo24diariaLiquidacion|E5CA7757-0171-4C79-AC2F-3B7FCBBB1D44|false|true|NB_InformacionTransaccionesMEM_CodigosicagenteRecursoUnidadVersionPeriodo24diariaLiquidacion|2024-08-28|2024-08-30|2024-08-28T00:00:00.000Z|2024-08-30T00:00:00.000Z|PL_InformacionTransaccionesMEM_CodigosicagenteRecursoUnidadVersionPeriodo24diariaLiquidacion|Liquidacion|Deltas OK!|Finalizado||||Finalizado|Deltas OK!
571|Multifuente_17_196649_stn|2D5AFE6A-36DD-460D-A821-87B72C882E89|InformacionTransaccionesMEM|RecursoVersionPeriodo24diariaLiquidacion|E5CA7757-0171-4C79-AC2F-3B7FCBBB1D44|false|true|NB_InformacionTransaccionesMEM_RecursoVersionPeriodo24diariaLiquidacion|2024-08-28|2024-08-30|2024-08-28T00:00:00.000Z|2024-08-30T00:00:00.000Z|PL_InformacionTransaccionesMEM_RecursoVersionPeriodo24diariaLiquidacion|Liquidacion|Deltas OK!|Finalizado||||Finalizado|Deltas OK!
539|Multifuente_17_196649_sc|2D5AFE6A-36DD-460D-A821-87B72C882E89|InformacionTransaccionesMEM|RecursoVersionPeriodo24diariaLiquidacion|E5CA7757-0171-4C79-AC2F-3B7FCBBB1D44|false|true|NB_InformacionTransaccionesMEM_RecursoVersionPeriodo24diariaLiquidacion|2024-08-28|2024-08-30|2024-08-28T00:00:00.000Z|2024-08-30T00:00:00.000Z|PL_InformacionTransaccionesMEM_RecursoVersionPeriodo24diariaLiquidacion|Liquidacion|Deltas OK!|Finalizado||||Finalizado|Deltas OK!
753|Multifuente_17_196649_s|2D5AFE6A-36DD-460D-A821-87B72C882E89|InformacionTransaccionesMEM|RecursoVersionPeriodo24diariaLiquidacion|E5CA7757-0171-4C79-AC2F-3B7FCBBB1D44|false|true|NB_InformacionTransaccionesMEM_RecursoVersionPeriodo24diariaLiquidacion|2024-08-28|2024-08-30|2024-08-28T00:00:00.000Z|2024-08-30T00:00:00.000Z|PL_InformacionTransaccionesMEM_RecursoVersionPeriodo24diariaLiquidacion|Liquidacion|Deltas OK!|Finalizado||||Finalizado|
578|Multifuente_17_196649_st|2D5AFE6A-36DD-460D-A821-87B72C882E89|InformacionTransaccionesMEM|RecursoVersionPeriodo24diariaLiquidacion|E5CA7757-0171-4C79-AC2F-3B7FCBBB1D44|false|true|NB_InformacionTransaccionesMEM_RecursoVersionPeriodo24diariaLiquidacion|2024-08-28|2024-08-30|2024-08-28T00:00:00.000Z|2024-08-30T00:00:00.000Z|PL_InformacionTransaccionesMEM_RecursoVersionPeriodo24diariaLiquidacion|Liquidacion|Deltas OK!|Finalizado||||Finalizado|Deltas OK!
380|Multifuente_17_196649_x|EA754C7D-DDE4-46B3-8FA1-B38AD807C89F|InformacionTransaccionesMEM|VersionPeriodo1diariaDemandas|E5CA7757-0171-4C79-AC2F-3B7FCBBB1D44|false|true|NB_InformacionTransaccionesMEM_VersionPeriodo1diariaDemandas|2024-08-28|2024-08-30|2024-08-28T00:00:00.000Z|2024-08-30T00:00:00.000Z|PL_InformacionTransaccionesMEM_VersionPeriodo1diariaDemandas|Liquidacion|Deltas OK!|Finalizado||||Finalizado|Deltas OK!
354|Multifuente_17_196649_u|EA754C7D-DDE4-46B3-8FA1-B38AD807C89F|InformacionTransaccionesMEM|VersionPeriodo1diariaDemandas|E5CA7757-0171-4C79-AC2F-3B7FCBBB1D44|false|true|NB_InformacionTransaccionesMEM_VersionPeriodo1diariaDemandas|2024-08-28|2024-08-30|2024-08-28T00:00:00.000Z|2024-08-30T00:00:00.000Z|PL_InformacionTransaccionesMEM_VersionPeriodo1diariaDemandas|Liquidacion|Deltas OK!|Finalizado||||Finalizado|Deltas OK!
354|Multifuente_17_196649_u|96D56E82-11CB-4D87-92B6-EC7A621D9D9C|InformacionTransaccionesMEM|PrecioDeBolsaPonderado|E5CA7757-0171-4C79-AC2F-3B7FCBBB1D44|false|true|NB_InformacionTransaccionesMEM_PrecioDeBolsaPonderado|2024-08-28|2024-08-30|2024-08-28T00:00:00.000Z|2024-08-30T00:00:00.000Z|PL_InformacionTransaccionesMEM_PrecioDeBolsaPonderado|Liquidacion|Deltas OK!|Finalizado||||Finalizado|Deltas OK!
431|Multifuente_17_196649_v|AB3D6601-859B-4C6D-AE64-94C20A13FBB5|InformacionTransaccionesMEM|VersionPeriodo24diariaContratos|E5CA7757-0171-4C79-AC2F-3B7FCBBB1D44|false|true|NB_InformacionTransaccionesMEM_VersionPeriodo24diariaContratos|2024-08-28|2024-08-30|2024-08-28T00:00:00.000Z|2024-08-30T00:00:00.000Z|PL_InformacionTransaccionesMEM_VersionPeriodo24diariaContratos|Liquidacion|Deltas OK!|Finalizado||||Finalizado|Deltas OK!
